Countrycode,Namespace,AirQualityNetwork,AirQualityStation,AirQualityStationEoICode,SamplingPoint,SamplingProcess,Sample,AirPollutant,AirPollutantCode,AveragingTime,Concentration,UnitOfMeasurement,DatetimeBegin,DatetimeEnd,Validity,Verification
BE,BE.CELINE-IRCEL.AQ,NET-Flanders,STA-BETM705,BETM705,SPO-BETM705_06001_100,SPP-BETM705_06001_0,SAM-BETM705_06001,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,hour,6.5800000000,µg/m3,2022-01-08 08:00:00 +01:00,2022-01-08 09:00:00 +01:00,1,3
BE,BE.CELINE-IRCEL.AQ,NET-Flanders,STA-BETM705,BETM705,SPO-BETM705_06001_100,SPP-BETM705_06001_0,SAM-BETM705_06001,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,hour,5.6400000000,µg/m3,2022-01-08 09:00:00 +01:00,2022-01-08 10:00:00 +01:00,1,3
BE,BE.CELINE-IRCEL.AQ,NET-Flanders,STA-BETM705,BETM705,SPO-BETM705_06001_100,SPP-BETM705_06001_0,SAM-BETM705_06001,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,hour,5.1700000000,µg/m3,2022-01-08 10:00:00 +01:00,2022-01-08 11:00:00 +01:00,1,3
BE,BE.CELINE-IRCEL.AQ,NET-Flanders,STA-BETM705,BETM705,SPO-BETM705_06001_100,SPP-BETM705_06001_0,SAM-BETM705_06001,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,hour,4.7000000000,µg/m3,2022-01-08 11:00:00 +01:00,2022-01-08 12:00:00 +01:00,1,3
BE,BE.CELINE-IRCEL.AQ,NET-Flanders,STA-BETM705,BETM705,SPO-BETM705_06001_100,SPP-BETM705_06001_0,SAM-BETM705_06001,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,hour,4.7000000000,µg/m3,2022-01-08 12:00:00 +01:00,2022-01-08 13:00:00 +01:00,1,3
BE,BE.CELINE-IRCEL.AQ,NET-Flanders,STA-BETM705,BETM705,SPO-BETM705_06001_100,SPP-BETM705_06001_0,SAM-BETM705_06001,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,hour,6.1100000000,µg/m3,2022-01-08 13:00:00 +01:00,2022-01-08 14:00:00 +01:00,1,3
BE,BE.CELINE-IRCEL.AQ,NET-Flanders,STA-BETM705,BETM705,SPO-BETM705_06001_100,SPP-BETM705_06001_0,SAM-BETM705_06001,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,hour,5.1700000000,µg/m3,2022-01-08 14:00:00 +01:00,2022-01-08 15:00:00 +01:00,1,3
BE,BE.CELINE-IRCEL.AQ,NET-Flanders,STA-BETM705,BETM705,SPO-BETM705_06001_100,SPP-BETM705_06001_0,SAM-BETM705_06001,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,hour,4.7000000000,µg/m3,2022-01-08 15:00:00 +01:00,2022-01-08 16:00:00 +01:00,1,3
BE,BE.CELINE-IRCEL.AQ,NET-Flanders,STA-BETM705,BETM705,SPO-BETM705_06001_100,SPP-BETM705_06001_0,SAM-BETM705_06001,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,hour,4.7000000000,µg/m3,2022-01-08 16:00:00 +01:00,2022-01-08 17:00:00 +01:00,1,3
BE,BE.CELINE-IRCEL.AQ,NET-Flanders,STA-BETM705,BETM705,SPO-BETM705_06001_100,SPP-BETM705_06001_0,SAM-BETM705_06001,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,hour,3.7600000000,µg/m3,2022-01-08 17:00:00 +01:00,2022-01-08 18:00:00 +01:00,1,3
BE,BE.CELINE-IRCEL.AQ,NET-Flanders,STA-BETM705,BETM705,SPO-BETM705_06001_100,SPP-BETM705_06001_0,SAM-BETM705_06001,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,hour,3.7600000000,µg/m3,2022-01-08 18:00:00 +01:00,2022-01-08 19:00:00 +01:00,1,3
BE,BE.CELINE-IRCEL.AQ,NET-Flanders,STA-BETM705,BETM705,SPO-BETM705_06001_100,SPP-BETM705_06001_0,SAM-BETM705_06001,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,hour,3.7600000000,µg/m3,2022-01-08 19:00:00 +01:00,2022-01-08 20:00:00 +01:00,1,3
BE,BE.CELINE-IRCEL.AQ,NET-Flanders,STA-BETM705,BETM705,SPO-BETM705_06001_100,SPP-BETM705_06001_0,SAM-BETM705_06001,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,hour,5.1700000000,µg/m3,2022-01-08 20:00:00 +01:00,2022-01-08 21:00:00 +01:00,1,3
BE,BE.CELINE-IRCEL.AQ,NET-Flanders,STA-BETM705,BETM705,SPO-BETM705_06001_100,SPP-BETM705_06001_0,SAM-BETM705_06001,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,hour,4.2300000000,µg/m3,2022-01-08 21:00:00 +01:00,2022-01-08 22:00:00 +01:00,1,3
BE,BE.CELINE-IRCEL.AQ,NET-Flanders,STA-BETM705,BETM705,SPO-BETM705_06001_100,SPP-BETM705_06001_0,SAM-BETM705_06001,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,hour,7.0500000000,µg/m3,2022-01-08 22:00:00 +01:00,2022-01-08 23:00:00 +01:00,1,3
BE,BE.CELINE-IRCEL.AQ,NET-Flanders,STA-BETM705,BETM705,SPO-BETM705_06001_100,SPP-BETM705_06001_0,SAM-BETM705_06001,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,hour,7.5200000000,µg/m3,2022-01-08 23:00:00 +01:00,2022-01-09 00:00:00 +01:00,1,3
BE,BE.CELINE-IRCEL.AQ,NET-Flanders,STA-BETM705,BETM705,SPO-BETM705_06001_100,SPP-BETM705_06001_0,SAM-BETM705_06001,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,hour,7.5200000000,µg/m3,2022-01-09 00:00:00 +01:00,2022-01-09 01:00:00 +01:00,1,3
BE,BE.CELINE-IRCEL.AQ,NET-Flanders,STA-BETM705,BETM705,SPO-BETM705_06001_100,SPP-BETM705_06001_0,SAM-BETM705_06001,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,hour,7.5200000000,µg/m3,2022-01-09 01:00:00 +01:00,2022-01-09 02:00:00 +01:00,1,3
BE,BE.CELINE-IRCEL.AQ,NET-Flanders,STA-BETM705,BETM705,SPO-BETM705_06001_100,SPP-BETM705_06001_0,SAM-BETM705_06001,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,hour,6.1100000000,µg/m3,2022-01-09 02:00:00 +01:00,2022-01-09 03:00:00 +01:00,1,3
BE,BE.CELINE-IRCEL.AQ,NET-Flanders,STA-BETM705,BETM705,SPO-BETM705_06001_100,SPP-BETM705_06001_0,SAM-BETM705_06001,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,hour,5.6400000000,µg/m3,2022-01-09 03:00:00 +01:00,2022-01-09 04:00:00 +01:00,1,3
BE,BE.CELINE-IRCEL.AQ,NET-Flanders,STA-BETM705,BETM705,SPO-BETM705_06001_100,SPP-BETM705_06001_0,SAM-BETM705_06001,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,hour,5.6400000000,µg/m3,2022-01-09 04:00:00 +01:00,2022-01-09 05:00:00 +01:00,1,3
BE,BE.CELINE-IRCEL.AQ,NET-Flanders,STA-BETM705,BETM705,SPO-BETM705_06001_100,SPP-BETM705_06001_0,SAM-BETM705_06001,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,hour,5.1700000000,µg/m3,2022-01-09 05:00:00 +01:00,2022-01-09 06:00:00 +01:00,1,3
BE,BE.CELINE-IRCEL.AQ,NET-Flanders,STA-BETM705,BETM705,SPO-BETM705_06001_100,SPP-BETM705_06001_0,SAM-BETM705_06001,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,hour,5.1700000000,µg/m3,2022-01-09 06:00:00 +01:00,2022-01-09 07:00:00 +01:00,1,3
BE,BE.CELINE-IRCEL.AQ,NET-Flanders,STA-BETM705,BETM705,SPO-BETM705_06001_100,SPP-BETM705_06001_0,SAM-BETM705_06001,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,hour,5.6400000000,µg/m3,2022-01-09 07:00:00 +01:00,2022-01-09 08:00:00 +01:00,1,3
BE,BE.CELINE-IRCEL.AQ,NET-Flanders,STA-BETM705,BETM705,SPO-BETM705_06001_100,SPP-BETM705_06001_0,SAM-BETM705_06001,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,hour,5.6400000000,µg/m3,2022-01-09 08:00:00 +01:00,2022-01-09 09:00:00 +01:00,1,3
BE,BE.CELINE-IRCEL.AQ,NET-Flanders,STA-BETM705,BETM705,SPO-BETM705_06001_100,SPP-BETM705_06001_0,SAM-BETM705_06001,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,hour,5.6400000000,µg/m3,2022-01-09 09:00:00 +01:00,2022-01-09 10:00:00 +01:00,1,3
BE,BE.CELINE-IRCEL.AQ,NET-Flanders,STA-BETM705,BETM705,SPO-BETM705_06001_100,SPP-BETM705_06001_0,SAM-BETM705_06001,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,hour,6.5800000000,µg/m3,2022-01-09 10:00:00 +01:00,2022-01-09 11:00:00 +01:00,1,3
BE,BE.CELINE-IRCEL.AQ,NET-Flanders,STA-BETM705,BETM705,SPO-BETM705_06001_100,SPP-BETM705_06001_0,SAM-BETM705_06001,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,hour,6.5800000000,µg/m3,2022-01-09 11:00:00 +01:00,2022-01-09 12:00:00 +01:00,1,3
BE,BE.CELINE-IRCEL.AQ,NET-Flanders,STA-BETM705,BETM705,SPO-BETM705_06001_100,SPP-BETM705_06001_0,SAM-BETM705_06001,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,hour,6.5800000000,µg/m3,2022-01-09 12:00:00 +01:00,2022-01-09 13:00:00 +01:00,1,3
BE,BE.CELINE-IRCEL.AQ,NET-Flanders,STA-BETM705,BETM705,SPO-BETM705_06001_100,SPP-BETM705_06001_0,SAM-BETM705_06001,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,hour,6.1100000000,µg/m3,2022-01-09 13:00:00 +01:00,2022-01-09 14:00:00 +01:00,1,3
BE,BE.CELINE-IRCEL.AQ,NET-Flanders,STA-BETM705,BETM705,SPO-BETM705_06001_100,SPP-BETM705_06001_0,SAM-BETM705_06001,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,hour,5.6400000000,µg/m3,2022-01-09 14:00:00 +01:00,2022-01-09 15:00:00 +01:00,1,3
BE,BE.CELINE-IRCEL.AQ,NET-Flanders,STA-BETM705,BETM705,SPO-BETM705_06001_100,SPP-BETM705_06001_0,SAM-BETM705_06001,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,hour,6.1100000000,µg/m3,2022-01-09 15:00:00 +01:00,2022-01-09 16:00:00 +01:00,1,3
BE,BE.CELINE-IRCEL.AQ,NET-Flanders,STA-BETM705,BETM705,SPO-BETM705_06001_100,SPP-BETM705_06001_0,SAM-BETM705_06001,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,hour,6.5800000000,µg/m3,2022-01-09 16:00:00 +01:00,2022-01-09 17:00:00 +01:00,1,3
BE,BE.CELINE-IRCEL.AQ,NET-Flanders,STA-BETM705,BETM705,SPO-BETM705_06001_100,SPP-BETM705_06001_0,SAM-BETM705_06001,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,hour,9.8700000000,µg/m3,2022-01-09 17:00:00 +01:00,2022-01-09 18:00:00 +01:00,1,3
BE,BE.CELINE-IRCEL.AQ,NET-Flanders,STA-BETM705,BETM705,SPO-BETM705_06001_100,SPP-BETM705_06001_0,SAM-BETM705_06001,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,hour,17.8600000000,µg/m3,2022-01-09 18:00:00 +01:00,2022-01-09 19:00:00 +01:00,1,3
BE,BE.CELINE-IRCEL.AQ,NET-Flanders,STA-BETM705,BETM705,SPO-BETM705_06001_100,SPP-BETM705_06001_0,SAM-BETM705_06001,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,hour,24.9100000000,µg/m3,2022-01-09 19:00:00 +01:00,2022-01-09 20:00:00 +01:00,1,3
BE,BE.CELINE-IRCEL.AQ,NET-Flanders,STA-BETM705,BETM705,SPO-BETM705_06001_100,SPP-BETM705_06001_0,SAM-BETM705_06001,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,hour,26.3200000000,µg/m3,2022-01-09 20:00:00 +01:00,2022-01-09 21:00:00 +01:00,1,3
BE,BE.CELINE-IRCEL.AQ,NET-Flanders,STA-BETM705,BETM705,SPO-BETM705_06001_100,SPP-BETM705_06001_0,SAM-BETM705_06001,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,hour,26.3200000000,µg/m3,2022-01-09 21:00:00 +01:00,2022-01-09 22:00:00 +01:00,1,3
BE,BE.CELINE-IRCEL.AQ,NET-Flanders,STA-BETM705,BETM705,SPO-BETM705_06001_100,SPP-BETM705_06001_0,SAM-BETM705_06001,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,hour,30.5500000000,µg/m3,2022-01-09 22:00:00 +01:00,2022-01-09 23:00:00 +01:00,1,3
BE,BE.CELINE-IRCEL.AQ,NET-Flanders,STA-BETM705,BETM705,SPO-BETM705_06001_100,SPP-BETM705_06001_0,SAM-BETM705_06001,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,hour,34.3100000000,µg/m3,2022-01-09 23:00:00 +01:00,2022-01-10 00:00:00 +01:00,1,3
BE,BE.CELINE-IRCEL.AQ,NET-Flanders,STA-BETM705,BETM705,SPO-BETM705_06001_100,SPP-BETM705_06001_0,SAM-BETM705_06001,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,hour,38.0700000000,µg/m3,2022-01-10 00:00:00 +01:00,2022-01-10 01:00:00 +01:00,1,3
BE,BE.CELINE-IRCEL.AQ,NET-Flanders,STA-BETM705,BETM705,SPO-BETM705_06001_100,SPP-BETM705_06001_0,SAM-BETM705_06001,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,hour,38.5400000000,µg/m3,2022-01-10 01:00:00 +01:00,2022-01-10 02:00:00 +01:00,1,3
BE,BE.CELINE-IRCEL.AQ,NET-Flanders,STA-BETM705,BETM705,SPO-BETM705_06001_100,SPP-BETM705_06001_0,SAM-BETM705_06001,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,hour,37.6000000000,µg/m3,2022-01-10 02:00:00 +01:00,2022-01-10 03:00:00 +01:00,1,3
BE,BE.CELINE-IRCEL.AQ,NET-Flanders,STA-BETM705,BETM705,SPO-BETM705_06001_100,SPP-BETM705_06001_0,SAM-BETM705_06001,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,hour,39.0100000000,µg/m3,2022-01-10 03:00:00 +01:00,2022-01-10 04:00:00 +01:00,1,3
BE,BE.CELINE-IRCEL.AQ,NET-Flanders,STA-BETM705,BETM705,SPO-BETM705_06001_100,SPP-BETM705_06001_0,SAM-BETM705_06001,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,hour,39.9500000000,µg/m3,2022-01-10 04:00:00 +01:00,2022-01-10 05:00:00 +01:00,1,3
BE,BE.CELINE-IRCEL.AQ,NET-Flanders,STA-BETM705,BETM705,SPO-BETM705_06001_100,SPP-BETM705_06001_0,SAM-BETM705_06001,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,hour,37.1300000000,µg/m3,2022-01-10 05:00:00 +01:00,2022-01-10 06:00:00 +01:00,1,3
BE,BE.CELINE-IRCEL.AQ,NET-Flanders,STA-BETM705,BETM705,SPO-BETM705_06001_100,SPP-BETM705_06001_0,SAM-BETM705_06001,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,hour,31.4900000000,µg/m3,2022-01-10 06:00:00 +01:00,2022-01-10 07:00:00 +01:00,1,3
BE,BE.CELINE-IRCEL.AQ,NET-Flanders,STA-BETM705,BETM705,SPO-BETM705_06001_100,SPP-BETM705_06001_0,SAM-BETM705_06001,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,hour,27.2600000000,µg/m3,2022-01-10 07:00:00 +01:00,2022-01-10 08:00:00 +01:00,1,3
BE,BE.CELINE-IRCEL.AQ,NET-Flanders,STA-BETM705,BETM705,SPO-BETM705_06001_100,SPP-BETM705_06001_0,SAM-BETM705_06001,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,hour,25.8500000000,µg/m3,2022-01-10 08:00:00 +01:00,2022-01-10 09:00:00 +01:00,1,3
BE,BE.CELINE-IRCEL.AQ,NET-Flanders,STA-BETM705,BETM705,SPO-BETM705_06001_100,SPP-BETM705_06001_0,SAM-BETM705_06001,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,hour,15.0400000000,µg/m3,2022-01-10 09:00:00 +01:00,2022-01-10 10:00:00 +01:00,1,3
BE,BE.CELINE-IRCEL.AQ,NET-Flanders,STA-BETM705,BETM705,SPO-BETM705_06001_100,SPP-BETM705_06001_0,SAM-BETM705_06001,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,hour,9.4000000000,µg/m3,2022-01-10 10:00:00 +01:00,2022-01-10 11:00:00 +01:00,1,3
BE,BE.CELINE-IRCEL.AQ,NET-Flanders,STA-BETM705,BETM705,SPO-BETM705_06001_100,SPP-BETM705_06001_0,SAM-BETM705_06001,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,hour,8.4600000000,µg/m3,2022-01-10 11:00:00 +01:00,2022-01-10 12:00:00 +01:00,1,3
BE,BE.CELINE-IRCEL.AQ,NET-Flanders,STA-BETM705,BETM705,SPO-BETM705_06001_100,SPP-BETM705_06001_0,SAM-BETM705_06001,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,hour,9.4000000000,µg/m3,2022-01-10 12:00:00 +01:00,2022-01-10 13:00:00 +01:00,1,3
BE,BE.CELINE-IRCEL.AQ,NET-Flanders,STA-BETM705,BETM705,SPO-BETM705_06001_100,SPP-BETM705_06001_0,SAM-BETM705_06001,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,hour,12.6900000000,µg/m3,2022-01-10 13:00:00 +01:00,2022-01-10 14:00:00 +01:00,1,3
BE,BE.CELINE-IRCEL.AQ,NET-Flanders,STA-BETM705,BETM705,SPO-BETM705_06001_100,SPP-BETM705_06001_0,SAM-BETM705_06001,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,hour,14.1000000000,µg/m3,2022-01-10 14:00:00 +01:00,2022-01-10 15:00:00 +01:00,1,3
BE,BE.CELINE-IRCEL.AQ,NET-Flanders,STA-BETM705,BETM705,SPO-BETM705_06001_100,SPP-BETM705_06001_0,SAM-BETM705_06001,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,hour,14.1000000000,µg/m3,2022-01-10 15:00:00 +01:00,2022-01-10 16:00:00 +01:00,1,3
BE,BE.CELINE-IRCEL.AQ,NET-Flanders,STA-BETM705,BETM705,SPO-BETM705_06001_100,SPP-BETM705_06001_0,SAM-BETM705_06001,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,hour,15.0400000000,µg/m3,2022-01-10 16:00:00 +01:00,2022-01-10 17:00:00 +01:00,1,3
BE,BE.CELINE-IRCEL.AQ,NET-Flanders,STA-BETM705,BETM705,SPO-BETM705_06001_100,SPP-BETM705_06001_0,SAM-BETM705_06001,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,hour,11.2800000000,µg/m3,2022-01-10 17:00:00 +01:00,2022-01-10 18:00:00 +01:00,1,3
BE,BE.CELINE-IRCEL.AQ,NET-Flanders,STA-BETM705,BETM705,SPO-BETM705_06001_100,SPP-BETM705_06001_0,SAM-BETM705_06001,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,hour,13.1600000000,µg/m3,2022-01-10 18:00:00 +01:00,2022-01-10 19:00:00 +01:00,1,3
BE,BE.CELINE-IRCEL.AQ,NET-Flanders,STA-BETM705,BETM705,SPO-BETM705_06001_100,SPP-BETM705_06001_0,SAM-BETM705_06001,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,hour,11.7500000000,µg/m3,2022-01-10 19:00:00 +01:00,2022-01-10 20:00:00 +01:00,1,3
BE,BE.CELINE-IRCEL.AQ,NET-Flanders,STA-BETM705,BETM705,SPO-BETM705_06001_100,SPP-BETM705_06001_0,SAM-BETM705_06001,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,hour,12.2200000000,µg/m3,2022-01-10 20:00:00 +01:00,2022-01-10 21:00:00 +01:00,1,3
BE,BE.CELINE-IRCEL.AQ,NET-Flanders,STA-BETM705,BETM705,SPO-BETM705_06001_100,SPP-BETM705_06001_0,SAM-BETM705_06001,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,hour,14.5700000000,µg/m3,2022-01-10 21:00:00 +01:00,2022-01-10 22:00:00 +01:00,1,3
BE,BE.CELINE-IRCEL.AQ,NET-Flanders,STA-BETM705,BETM705,SPO-BETM705_06001_100,SPP-BETM705_06001_0,SAM-BETM705_06001,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,hour,13.1600000000,µg/m3,2022-01-10 22:00:00 +01:00,2022-01-10 23:00:00 +01:00,1,3
BE,BE.CELINE-IRCEL.AQ,NET-Flanders,STA-BETM705,BETM705,SPO-BETM705_06001_100,SPP-BETM705_06001_0,SAM-BETM705_06001,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,hour,10.3400000000,µg/m3,2022-01-10 23:00:00 +01:00,2022-01-11 00:00:00 +01:00,1,3
BE,BE.CELINE-IRCEL.AQ,NET-Flanders,STA-BETM705,BETM705,SPO-BETM705_06001_100,SPP-BETM705_06001_0,SAM-BETM705_06001,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,hour,9.4000000000,µg/m3,2022-01-11 00:00:00 +01:00,2022-01-11 01:00:00 +01:00,1,3
BE,BE.CELINE-IRCEL.AQ,NET-Flanders,STA-BETM705,BETM705,SPO-BETM705_06001_100,SPP-BETM705_06001_0,SAM-BETM705_06001,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,hour,9.8700000000,µg/m3,2022-01-11 01:00:00 +01:00,2022-01-11 02:00:00 +01:00,1,3
BE,BE.CELINE-IRCEL.AQ,NET-Flanders,STA-BETM705,BETM705,SPO-BETM705_06001_100,SPP-BETM705_06001_0,SAM-BETM705_06001,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,hour,13.6300000000,µg/m3,2022-01-11 02:00:00 +01:00,2022-01-11 03:00:00 +01:00,1,3
BE,BE.CELINE-IRCEL.AQ,NET-Flanders,STA-BETM705,BETM705,SPO-BETM705_06001_100,SPP-BETM705_06001_0,SAM-BETM705_06001,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,hour,13.1600000000,µg/m3,2022-01-11 03:00:00 +01:00,2022-01-11 04:00:00 +01:00,1,3
BE,BE.CELINE-IRCEL.AQ,NET-Flanders,STA-BETM705,BETM705,SPO-BETM705_06001_100,SPP-BETM705_06001_0,SAM-BETM705_06001,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,hour,14.1000000000,µg/m3,2022-01-11 04:00:00 +01:00,2022-01-11 05:00:00 +01:00,1,3
BE,BE.CELINE-IRCEL.AQ,NET-Flanders,STA-BETM705,BETM705,SPO-BETM705_06001_100,SPP-BETM705_06001_0,SAM-BETM705_06001,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,hour,14.5700000000,µg/m3,2022-01-11 05:00:00 +01:00,2022-01-11 06:00:00 +01:00,1,3
BE,BE.CELINE-IRCEL.AQ,NET-Flanders,STA-BETM705,BETM705,SPO-BETM705_06001_100,SPP-BETM705_06001_0,SAM-BETM705_06001,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,hour,15.0400000000,µg/m3,2022-01-11 06:00:00 +01:00,2022-01-11 07:00:00 +01:00,1,3
BE,BE.CELINE-IRCEL.AQ,NET-Flanders,STA-BETM705,BETM705,SPO-BETM705_06001_100,SPP-BETM705_06001_0,SAM-BETM705_06001,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,hour,14.5700000000,µg/m3,2022-01-11 07:00:00 +01:00,2022-01-11 08:00:00 +01:00,1,3
BE,BE.CELINE-IRCEL.AQ,NET-Flanders,STA-BETM705,BETM705,SPO-BETM705_06001_100,SPP-BETM705_06001_0,SAM-BETM705_06001,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,hour,15.5100000000,µg/m3,2022-01-11 08:00:00 +01:00,2022-01-11 09:00:00 +01:00,1,3
BE,BE.CELINE-IRCEL.AQ,NET-Flanders,STA-BETM705,BETM705,SPO-BETM705_06001_100,SPP-BETM705_06001_0,SAM-BETM705_06001,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,hour,20.2100000000,µg/m3,2022-01-11 09:00:00 +01:00,2022-01-11 10:00:00 +01:00,1,3
BE,BE.CELINE-IRCEL.AQ,NET-Flanders,STA-BETM705,BETM705,SPO-BETM705_06001_100,SPP-BETM705_06001_0,SAM-BETM705_06001,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,hour,23.9700000000,µg/m3,2022-01-11 10:00:00 +01:00,2022-01-11 11:00:00 +01:00,1,3
BE,BE.CELINE-IRCEL.AQ,NET-Flanders,STA-BETM705,BETM705,SPO-BETM705_06001_100,SPP-BETM705_06001_0,SAM-BETM705_06001,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,hour,21.6200000000,µg/m3,2022-01-11 11:00:00 +01:00,2022-01-11 12:00:00 +01:00,1,3
BE,BE.CELINE-IRCEL.AQ,NET-Flanders,STA-BETM705,BETM705,SPO-BETM705_06001_100,SPP-BETM705_06001_0,SAM-BETM705_06001,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,hour,19.7400000000,µg/m3,2022-01-11 12:00:00 +01:00,2022-01-11 13:00:00 +01:00,1,3
BE,BE.CELINE-IRCEL.AQ,NET-Flanders,STA-BETM705,BETM705,SPO-BETM705_06001_100,SPP-BETM705_06001_0,SAM-BETM705_06001,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,hour,18.3300000000,µg/m3,2022-01-11 13:00:00 +01:00,2022-01-11 14:00:00 +01:00,1,3
